PPX_accession	PPX_accession__url	PPX_accession_version	PPX_accession_version__url	INSDC_accession_version	INSDC_accession_version__url	strain	date	region	country	division	location	length	host	date_released	date_updated	sra_accession	authors	full_authors	institution	dataUseTerms	dataUseTerms__url	restrictedUntil	displayName	Pathoplexus_group	Pathoplexus_group_id	Pathoplexus_group__url	submission_database	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	private_substitutions	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement
PP_000YVH7	https://pathoplexus.org/seq/PP_000YVH7	PP_000YVH7.1	https://pathoplexus.org/seq/PP_000YVH7.1	OR500071.1	https://www.ncbi.nlm.nih.gov/nuccore/OR500071.1	hMpxV/Romania/B-11/2022	2022-07-04	Europe	Romania			190438	Homo sapiens	2023-09-05	2024-12-09		Hohan et al.	Hohan, R.; Vlaicu, O.; Banica, L.; Surleac, M.; Paraschiv, S.; Otelea, D.	National Institute for Infectious Diseases 'Matei Bals', Molecular Diagnostics Laboratory	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Romania/PP_000YVH7.1/2022-07-04	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	B.1.19	0.9686931123833091	7	938	0	876	good	good	bad	bad	good	OPG016:105-111,OPG016:115-131,OPG016:134-138,OPG016:157-172,OPG016:177,OPG015_dup:4-6,OPG015_dup:13-38,OPG015_dup:41-42,OPG015_dup:46-53,OPG015_dup:59-81,OPG015_dup:88-90,OPG015_dup:101-113,OPG015_dup:115-121,OPG015_dup:140-143,OPG015_dup:150-154,OPG015_dup:160-162,OPG015_dup:168-173,OPG015_dup:179-183,OPG015_dup:190-193,OPG015_dup:205-217,OPG015_dup:222-235,OPG015_dup:239,OPG015_dup:246-250,OPG015_dup:254-282,OPG015_dup:285-288,OPG015_dup:292-295,OPG015_dup:305-307,OPG015_dup:310-318,OPG015_dup:324-326,OPG015_dup:331-336,OPG015_dup:345-373,OPG015_dup:385-386,OPG015_dup:404-415,OPG015_dup:418-421,OPG015_dup:425-438,OPG003_dup:23-34,OPG003_dup:44-52,OPG003_dup:81-84,OPG003_dup:119-146,OPG003_dup:154-194,OPG003_dup:218-230,OPG003_dup:241-253,OPG003_dup:257-260,OPG003_dup:277-287,OPG003_dup:314-377,OPG003_dup:435-447,OPG003_dup:453-455,OPG003_dup:463-469,OPG003_dup:476-479,OPG003_dup:488-589,OPG002_dup:7-19,OPG002_dup:46-59,OPG002_dup:157-159,OPG002_dup:180-227,OPG002_dup:310,OPG001_dup:6-16,OPG001_dup:24-29,OPG001_dup:35-108,OPG001_dup:127-148,OPG001_dup:160-169,OPG001_dup:204-205,OPG001_dup:226-247	false
PP_000Z1AE	https://pathoplexus.org/seq/PP_000Z1AE	PP_000Z1AE.1	https://pathoplexus.org/seq/PP_000Z1AE.1	OR790439.1	https://www.ncbi.nlm.nih.gov/nuccore/OR790439.1	CU06/P1	2023-08-01	Asia	Thailand			334	Homo sapiens	2023-11-29	2024-12-09		Puenpa et al.	Puenpa, J.; Vongpunsawad, S.; Intharasongkroh, D.; Chaiwanichsiri, D.; Poovorawan, Y.	Center of Excellence in Clinical Virology, Chulalongkorn University, Department of Pediatrics	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Thailand/PP_000Z1AE.1/2023-08-01	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	A.1.1	0.0016936346718456055	0	1	0	0	good	good	good	good	good		false
PP_000Z1Z1	https://pathoplexus.org/seq/PP_000Z1Z1	PP_000Z1Z1.1	https://pathoplexus.org/seq/PP_000Z1Z1.1	OR804484.1	https://www.ncbi.nlm.nih.gov/nuccore/OR804484.1	MPV/PT0715/2023	2023-08-22	Europe	Portugal			195598	Homo sapiens	2023-11-20	2024-12-09		Isidro et al.	Isidro, J.; Borges, V.; Pinto, M.; Sobral, D.; Santos, J.; Nunes, A.; Mixao, V.; Ferreira, R.; Santos, D.; Duarte, S.; Vieira, L.; Borrego, M. J.; Nuncio, S.; Lopes de Carvalho, I.; Pelerito, A.; Cordeiro, R.; Gomes, J. P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Portugal/PP_000Z1Z1.1/2023-08-22	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.3	0.9737283795364309	3571	83	0	1	good	good	good	good	good		false
PP_000Z6A9	https://pathoplexus.org/seq/PP_000Z6A9	PP_000Z6A9.1	https://pathoplexus.org/seq/PP_000Z6A9.1	PP024997.1	https://www.ncbi.nlm.nih.gov/nuccore/PP024997.1	MPXV/PT0747/2023	2023-09-26	Europe	Portugal			196447	Homo sapiens	2023-12-27	2024-12-09		Isidro et al.	Isidro, J.; Borges, V.; Pinto, M.; Sobral, D.; Santos, J.; Nunes, A.; Mixao, V.; Ferreira, R.; Santos, D.; Duarte, S.; Vieira, L.; Borrego, M.; Nuncio, S.; Lopes de Carvalho, I.; Pelerito, A.; Cordeiro, R.; Gomes, J. P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Portugal/PP_000Z6A9.1/2023-09-26	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.2	0.9452915434893945	10041	83	0	1	good	good	good	good	good		false
PP_000Z76G	https://pathoplexus.org/seq/PP_000Z76G	PP_000Z76G.1	https://pathoplexus.org/seq/PP_000Z76G.1	PP025027.1	https://www.ncbi.nlm.nih.gov/nuccore/PP025027.1	MPXV/PT0785/2023	2023-10-31	Europe	Portugal			196270	Homo sapiens	2023-12-27	2024-12-09		Isidro et al.	Isidro, J.; Borges, V.; Pinto, M.; Sobral, D.; Santos, J.; Nunes, A.; Mixao, V.; Ferreira, R.; Santos, D.; Duarte, S.; Vieira, L.; Borrego, M.; Nuncio, S.; Lopes de Carvalho, I.; Pelerito, A.; Cordeiro, R.; Gomes, J. P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Portugal/PP_000Z76G.1/2023-10-31	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.3	0.9740731913857886	4179	89	0	7	good	good	good	good	good		false
PP_000Z7E0	https://pathoplexus.org/seq/PP_000Z7E0	PP_000Z7E0.1	https://pathoplexus.org/seq/PP_000Z7E0.1	PP025035.1	https://www.ncbi.nlm.nih.gov/nuccore/PP025035.1	MPXV/PT0800/2023	2023-11-18	Europe	Portugal			196215	Homo sapiens	2023-12-27	2024-12-09		Isidro et al.	Isidro, J.; Borges, V.; Pinto, M.; Sobral, D.; Santos, J.; Nunes, A.; Mixao, V.; Ferreira, R.; Santos, D.; Duarte, S.; Vieira, L.; Borrego, M.; Nuncio, S.; Lopes de Carvalho, I.; Pelerito, A.; Cordeiro, R.; Gomes, J. P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Portugal/PP_000Z7E0.1/2023-11-18	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.1	0.9875005704607802	1479	87	0	2	good	good	good	good	good		false
PP_000ZANE	https://pathoplexus.org/seq/PP_000ZANE	PP_000ZANE.1	https://pathoplexus.org/seq/PP_000ZANE.1	PP338779.1	https://www.ncbi.nlm.nih.gov/nuccore/PP338779.1	MPXV/Human/USA/CA-LACPHL-MA00569/2024	2024-01-31	North America	USA			194227	Homo sapiens	2024-02-20	2024-12-09		McCann et al.	McCann, S. P.; Green, N. M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_000ZANE.1/2024-01-31	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.3	0.9759493735072943	1819	85	0	1	good	good	good	good	good		false
PP_000ZB7A	https://pathoplexus.org/seq/PP_000ZB7A	PP_000ZB7A.1	https://pathoplexus.org/seq/PP_000ZB7A.1	PP481185.1	https://www.ncbi.nlm.nih.gov/nuccore/PP481185.1	MPXV/PT0805/2023	2023-12-13	Europe	Portugal			195603	Homo sapiens	2024-03-19	2024-12-09		Isidro et al.	Isidro, J.; Borges, V.; Pinto, M.; Sobral, D.; Santos, J.; Nunes, A.; Mixao, V.; Ferreira, R.; Santos, D.; Duarte, S.; Vieira, L.; Borrego, M. J.; Nuncio, S.; Lopes de Carvalho, I.; Pelerito, A.; Cordeiro, R.; Gomes, J. P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Portugal/PP_000ZB7A.1/2023-12-13	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.1	0.9583791814775188	6606	90	0	1	good	good	good	good	good		false
PP_000ZDA2	https://pathoplexus.org/seq/PP_000ZDA2	PP_000ZDA2.1	https://pathoplexus.org/seq/PP_000ZDA2.1	PP533294.1	https://www.ncbi.nlm.nih.gov/nuccore/PP533294.1	NY-NYCPHL-001229	2023-10-XX	North America	USA	Ny, New York City		195665	Homo sapiens	2024-03-31	2024-12-09		Clabby et al.	Clabby, T. T.; Wang, J. C.; Amin, H. S.; Taki, F.; Su, M.; De La Cruz, N.; Olsen, A.; Thi, C.; Silver, S.; Akther, S.; Chowdhury, M.; Omoregie, E.; Siemetzki-Kapoor, U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_000ZDA2.1/2023-10	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	F.5	0.9849195523530874	1439	78	1	0	good	good	good	good	good		false
PP_000ZN53	https://pathoplexus.org/seq/PP_000ZN53	PP_000ZN53.1	https://pathoplexus.org/seq/PP_000ZN53.1	PQ221512.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ221512.1	22MPX0139V	2022-06-07	Africa	Democratic Republic of the Congo	Haut-Uele,Isiro		196804	Homo sapiens	2024-10-16	2024-12-09		Kinganda Lusamaki et al.	Kinganda Lusamaki, E.; Amuri Aziza, A.; Luakanda Ndelemo, G.; Hasivirwe Vakaniaki, E.; Fernandez Nunez, N.; Pratt, C. B.; Akil Bandali, P.; Makangara Cigolo, J.-C.; Hoff, N. A.; Sabiti Nundu, S.; Mulopo Mukanya, N.; Ngimba, M.; Modrada Madakpa, B.; Diavita, R.; Paku Tshambu, P.; Pukuta Simbu, E.; Merritt, S.; O'Toole, A.; Low, N.; Nkuba Ndaye, A.; Kavunga Membo, H.; Shongo, R.; Malembi, E.; Kalonji, T.; Kacita, C.; Lokilo Lofiko, E.; Kavira Bapitani, S.; Rilia, O.; Muswamba, P.-C.; Muyembe Mawete, F.; Lumembe, R.; Kabamba, G.; Kenye, M.; Citenga, A.; Cikaya, F.; Yungwe, Z.; Matondo, M.; Kasongo, F.; Tshiminyi, P.; Bulabula, J.; Nkawa, F.; Muhindo Milonde, E.; Kavira Kamaliro, A.; Paluku Kalimuli, Z.; Bodisa Matamu, T.; Mubalama Mufungizi, J.; Wiley, M. R.; Devos, E.; Bangwen, E.; Brosius, I.; Parker, E.; Pilarowski, G.; Liesenborghs, L.; Wawina Bokalanga, T.; Vercauteren, K.; Mukadi Bamuleka, D.; Subissi, L.; Muyembe, J.-J.; Kindrachuk, J.; Guichet, E.; Ayouba, A.; Rambaut, A.; Delaporte, E.; Tessema, S. K.; D'Ortenzio, E.; Rimoin, A. W.; Hensley, L. E.; Mbala Kingebeni, P.; Peeters, M.; Ahuka Mundeke, S.	Institut National de Recherche Biomedicale, Pathogen Genomic Laboratory	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Democratic_Republic_of_the_Congo/PP_000ZN53.1/2022-06-07	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	Ia			0.9973429204549488	516	825	8	0	good	good	good	bad	good	OPG003:4-589,OPG040:37-376,OPG044:149-150,OPG047:477-482,OPG050:71-76,OPG105:286-1287,OPG153:370-510,OPG164:229,OPG180:556-560,OPG191:167-169,OPG003_dup:4-589	false
PP_000ZNL6	https://pathoplexus.org/seq/PP_000ZNL6	PP_000ZNL6.1	https://pathoplexus.org/seq/PP_000ZNL6.1	PP853003.1	https://www.ncbi.nlm.nih.gov/nuccore/PP853003.1	TRM308	2022-10-02	Africa	Nigeria	Federal Capital Territory		197147	Homo sapiens	2024-07-09	2024-12-09		Parker et al.	Parker, E.; Omah, I. F.; Varilly, P.; Magee, A.; Ayinla, A. O.; Sijuwola, A. E.; Ahmed, M. I.; Ope-ewe, O. O.; Ogunsanya, O. A.; Olono, A.; Eromon, P.; Tomkins-Tinch, C. H.; Otieno, J. R.; Akanbi, O.; Egwuenu, A.; Ehiakhamen, O.; Chukwu, C.; Suleiman, K.; Akinpelu, A.; Ahmad, A.; Imam, K. I.; Ojedele, R.; Oripenaye, V.; Ikeata, K.; Adelakun, S.; Olajumoke, B.; Djuicy, D. D.; Messanga Essengue, L. L.; Moumbeket Yifomnjou, M. H.; Zeller, M.; Gangavarapu, K.; O'Toole, A.; Park, D. J.; Mboowa, G.; Tessema, S. K.; Tebeje, Y. K.; Folarin, O.; Happi, A.; Lemey, P.; Suchard, M. A.; Andersen, K. G.; Sabeti, P.; Rambaut, A.; Njoum, R.; Ihekweazu, C.; Jide, I.; Adetifa, I.; Happi, C. T.; Omah, I.; Isa Imam, K.; Tomkins-Tinch, C.; Richard Otieno, J.; Doreen Djuicy, D.; Landry Messanga Essengue, L.; Henri Moumbeket Yifomnjou, M.; Moneyang Francoise Cely, F.; Flavien, K.; Cyrielle Gonofio, E.; Anne Feissona Senam, R.; Dzeret Indolo, G.; Reize Bani Ampiri, V.; Aymard, D.; Luakanda, G.; J Park, D.; Lemmey, P.; Suchard, M.; Andersen, K.; Mbala, P.; Happi, C.	University of Edinburgh, Institute of Ecology and Evolution	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Nigeria/PP_000ZNL6.1/2022-10-02	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	A.3	0.9991582534265677	163	86	3	32	good	good	good	good	good	OPG174:2-347	false
PP_000ZQ43	https://pathoplexus.org/seq/PP_000ZQ43	PP_000ZQ43.1	https://pathoplexus.org/seq/PP_000ZQ43.1	PP853037.1	https://www.ncbi.nlm.nih.gov/nuccore/PP853037.1	TRM343	2022-10-26	Africa	Nigeria	Kaduna State		196965	Homo sapiens	2024-07-09	2024-12-09		Parker et al.	Parker, E.; Omah, I. F.; Varilly, P.; Magee, A.; Ayinla, A. O.; Sijuwola, A. E.; Ahmed, M. I.; Ope-ewe, O. O.; Ogunsanya, O. A.; Olono, A.; Eromon, P.; Tomkins-Tinch, C. H.; Otieno, J. R.; Akanbi, O.; Egwuenu, A.; Ehiakhamen, O.; Chukwu, C.; Suleiman, K.; Akinpelu, A.; Ahmad, A.; Imam, K. I.; Ojedele, R.; Oripenaye, V.; Ikeata, K.; Adelakun, S.; Olajumoke, B.; Djuicy, D. D.; Messanga Essengue, L. L.; Moumbeket Yifomnjou, M. H.; Zeller, M.; Gangavarapu, K.; O'Toole, A.; Park, D. J.; Mboowa, G.; Tessema, S. K.; Tebeje, Y. K.; Folarin, O.; Happi, A.; Lemey, P.; Suchard, M. A.; Andersen, K. G.; Sabeti, P.; Rambaut, A.; Njoum, R.; Ihekweazu, C.; Jide, I.; Adetifa, I.; Happi, C. T.; Omah, I.; Isa Imam, K.; Tomkins-Tinch, C.; Richard Otieno, J.; Doreen Djuicy, D.; Landry Messanga Essengue, L.; Henri Moumbeket Yifomnjou, M.; Moneyang Francoise Cely, F.; Flavien, K.; Cyrielle Gonofio, E.; Anne Feissona Senam, R.; Dzeret Indolo, G.; Reize Bani Ampiri, V.; Aymard, D.; Luakanda, G.; J Park, D.; Lemmey, P.; Suchard, M.; Andersen, K.; Mbala, P.; Happi, C.	University of Edinburgh, Institute of Ecology and Evolution	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Nigeria/PP_000ZQ43.1/2022-10-26	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	A.2	0.9993915085011333	113	43	7	0	good	good	good	mediocre	good	OPG125:107-552,OPG174:290-347,OPG204:293-352	false
PP_000ZQ7X	https://pathoplexus.org/seq/PP_000ZQ7X	PP_000ZQ7X.1	https://pathoplexus.org/seq/PP_000ZQ7X.1	PP853040.1	https://www.ncbi.nlm.nih.gov/nuccore/PP853040.1	TRM347	2022-08-30	Africa	Nigeria	Delta		197036	Homo sapiens	2024-07-09	2024-12-09		Parker et al.	Parker, E.; Omah, I. F.; Varilly, P.; Magee, A.; Ayinla, A. O.; Sijuwola, A. E.; Ahmed, M. I.; Ope-ewe, O. O.; Ogunsanya, O. A.; Olono, A.; Eromon, P.; Tomkins-Tinch, C. H.; Otieno, J. R.; Akanbi, O.; Egwuenu, A.; Ehiakhamen, O.; Chukwu, C.; Suleiman, K.; Akinpelu, A.; Ahmad, A.; Imam, K. I.; Ojedele, R.; Oripenaye, V.; Ikeata, K.; Adelakun, S.; Olajumoke, B.; Djuicy, D. D.; Messanga Essengue, L. L.; Moumbeket Yifomnjou, M. H.; Zeller, M.; Gangavarapu, K.; O'Toole, A.; Park, D. J.; Mboowa, G.; Tessema, S. K.; Tebeje, Y. K.; Folarin, O.; Happi, A.; Lemey, P.; Suchard, M. A.; Andersen, K. G.; Sabeti, P.; Rambaut, A.; Njoum, R.; Ihekweazu, C.; Jide, I.; Adetifa, I.; Happi, C. T.; Omah, I.; Isa Imam, K.; Tomkins-Tinch, C.; Richard Otieno, J.; Doreen Djuicy, D.; Landry Messanga Essengue, L.; Henri Moumbeket Yifomnjou, M.; Moneyang Francoise Cely, F.; Flavien, K.; Cyrielle Gonofio, E.; Anne Feissona Senam, R.; Dzeret Indolo, G.; Reize Bani Ampiri, V.; Aymard, D.; Luakanda, G.; J Park, D.; Lemmey, P.; Suchard, M.; Andersen, K.; Mbala, P.; Happi, C.	University of Edinburgh, Institute of Ecology and Evolution	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Nigeria/PP_000ZQ7X.1/2022-08-30	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	A.2.5	0.9999898584750189	0	44	2	4	good	good	good	good	good	OPG174:290-347	false
PP_000ZSAP	https://pathoplexus.org/seq/PP_000ZSAP	PP_000ZSAP.2	https://pathoplexus.org/seq/PP_000ZSAP.2	PQ059891.2	https://www.ncbi.nlm.nih.gov/nuccore/PQ059891.2	MPXV/Human/USA/CA-LACPHL-MA00645/2024	2024-06-23	North America	USA			196441	Homo sapiens	2024-07-28	2025-10-01		Heibeck et al.	Heibeck, N.	Los Angeles Department of Public Health, Los Angeles Department of Public Health Laboratory	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_000ZSAP.2/2024-06-23	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	F.1	0.9875614196106669	1756	84	0	5	good	good	good	good	good		false
PP_000ZTNX	https://pathoplexus.org/seq/PP_000ZTNX	PP_000ZTNX.1	https://pathoplexus.org/seq/PP_000ZTNX.1	PQ153132.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ153132.1	hMPXV/Australia/VIC-6948/2024	2024-05-06	Oceania	Australia	Victoria		197205	Homo sapiens	2024-10-03	2024-12-09		Edenborough et al.	Edenborough, K.; Aziz, A.; Sexton-Oates, N.; Savic, I.; Steinig, E.; Quinn, B.; Ivan, M.; Arnott, A.; Caly, L.; Lim, C. K.	Melbourne Health, VIDRL	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Australia/PP_000ZTNX.1/2024-05-06	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.4	0.9999695754250567	6	96	0	0	good	good	good	good	good		false
PP_000ZVK1	https://pathoplexus.org/seq/PP_000ZVK1	PP_000ZVK1.1	https://pathoplexus.org/seq/PP_000ZVK1.1	PQ153197.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ153197.1	hMPXV/Australia/VIC-3955/2024	2024-07-07	Oceania	Australia	Victoria		197194	Homo sapiens	2024-10-03	2024-12-09		Edenborough et al.	Edenborough, K.; Aziz, A.; Sexton-Oates, N.; Savic, I.; Steinig, E.; Quinn, B.; Ivan, M.; Arnott, A.; Caly, L.; Lim, C. K.	Melbourne Health, VIDRL	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Australia/PP_000ZVK1.1/2024-07-07	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	F.2.1	0.9999695754250567	6	87	0	0	good	good	good	good	good	OPG176:174-241	false
PP_000ZWRN	https://pathoplexus.org/seq/PP_000ZWRN	PP_000ZWRN.1	https://pathoplexus.org/seq/PP_000ZWRN.1	PQ159953.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ159953.1	hMpxV/USA/CA-CDPH-1M1000595/2023	2023-09-26	North America	USA			196230	Homo sapiens	2024-08-14	2024-12-09		Kath et al.	Kath, C.; Haw, M.; Espinosa, A.; Hacker, J.	CDPH, VRDL	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_000ZWRN.1/2023-09-26	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	F.3	0.9850463214153512	2050	83	0	7	good	good	good	good	good		false
PP_00106NG	https://pathoplexus.org/seq/PP_00106NG	PP_00106NG.1	https://pathoplexus.org/seq/PP_00106NG.1	PQ261051.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ261051.1	NYCPHL-0001366	2024-07-XX	North America	USA	Ny, New York City		195659	Homo sapiens	2024-08-30	2024-12-09		Taki et al.	Taki, F.; Amin, H.; Akhter, S.; Su, M.; Rahat, A.; De La Cruz, N.; Olsen, A.; Chen, X.; Polanco, M.; Chowdhury, M.; Omoregie, E.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_00106NG.1/2024-07	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	F.1	0.985436770127124	1338	84	0	3	good	good	good	good	good		false
PP_0010DKF	https://pathoplexus.org/seq/PP_0010DKF	PP_0010DKF.1	https://pathoplexus.org/seq/PP_0010DKF.1	PQ352004.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ352004.1	MPXV/Germany/2024/ON/RKI1110	2024-08-XX	Europe	Germany			190587	Homo sapiens	2024-09-20	2024-12-09		Brinkmann et al.	Brinkmann, A.; Kohl, C.; Schrick, L.; Michel, J.; Schaade, L.; Nitsche, A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		Germany/PP_0010DKF.1/2024-08	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	H.1	0.9540842456480181	2543	53	0	1	good	good	good	good	good	OPG174:290-347	false
PP_0010GN6	https://pathoplexus.org/seq/PP_0010GN6	PP_0010GN6.2	https://pathoplexus.org/seq/PP_0010GN6.2	PQ479557.2	https://www.ncbi.nlm.nih.gov/nuccore/PQ479557.2	Monkeypox virus/Human/USA/CA-LACPHL-MA00703/2024	2024-09-24	North America	USA			193906	Homo sapiens	2024-10-18	2025-10-01		Fox et al.	Fox, E. B.; Garrigues, J. M.; Green, N. M.	Los Angeles County Department of Public Health, Los Angeles County Public Health Laboratories	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_0010GN6.2/2024-09-24	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	F.6	0.9672378035485196	3220	84	1	6	good	good	good	good	good		false
PP_0010HM7	https://pathoplexus.org/seq/PP_0010HM7	PP_0010HM7.1	https://pathoplexus.org/seq/PP_0010HM7.1	PQ520555.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ520555.1	NY-NYCPHL-0001377	2024-08-XX	North America	USA	Ny, New York City		195650	Homo sapiens	2024-10-28	2024-12-09		Taki et al.	Taki, F.; Akhter, S.; Amin, H.; Bologna, J.; De La Cruz, N.; Olsen, A.; Chowdhury, M.; Chen, X.; Polanco, M.; Omoregie, E.; Siemetzki-Kapoor, U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_0010HM7.1/2024-08	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	F.1	0.9102677869671263	16141	83	5	5	mediocre	good	good	good	good		false
PP_0010KYH	https://pathoplexus.org/seq/PP_0010KYH	PP_0010KYH.1	https://pathoplexus.org/seq/PP_0010KYH.1	PQ686943.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ686943.1	MPXV_USA_2023_TN0022	2023-12-XX	North America	USA	Tennessee		197362	Homo sapiens	2024-12-06	2024-12-09		Gigante et al.	Gigante, C.; Thomas, L.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Mcgrath, D.; Takakuwa, J.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; Mccollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S.; Li, Y.	CDC, DHCPP-PRB	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_0010KYH.1/2023-12	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	F.2	0.9999898584750189	0	77	2	1	good	good	good	good	good		false
PP_0010L37	https://pathoplexus.org/seq/PP_0010L37	PP_0010L37.1	https://pathoplexus.org/seq/PP_0010L37.1	PQ686948.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ686948.1	MPXV_USA_2024_VA0011	2024-01-XX	North America	USA	California		197211	Homo sapiens	2024-12-06	2024-12-09		Gigante et al.	Gigante, C.; Crain, J.; Zhao, H.; Batra, D.; Hetrick, E.; Howard, D.; Kovar, L.; Seabolt, M.; Morrison, S.; Desch, M.; Knipe, K.; Weigand, M.; Mcgrath, D.; Takakuwa, J.; Burgin, A.; Burroughs, M.; Lee, J.; Wilkins, K.; Mccollum, A.; Hutson, C.; Davidson, W.; Rao, A.; White, S.; Li, Y.	CDC, DHCPP-PRB	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		USA/PP_0010L37.1/2024-01	Automated Ingest from INSDC/NCBI Virus by Loculus	1	https://pathoplexus.org/group/1	INSDC	IIb	sh2017	E.1	0.9995182775633972	7	91	0	0	good	good	good	good	good	OPG172:143-197	false
